,word,vec
25346,straightforward,
25347,North,
25348,Northern,
25349,Northerly,
25350,towards,
25351,on the road,
25352,on the high road to,
25353,en avant,
25354,versus,
25355,to,
25356,hither,
25357,thither,
25358,whither,
25359,directly,
25360,straight as an arrow,
25361,forwards as an arrow,
25362,point blank,
25363,in a bee line to,
25364,in a direct line to,
25365,as the crow flies,
25366,in a straight line to,
25367,in a bee line for,
25368,in a direct line for,
25369,in a straight line for,
25370,in a bee line with,
25371,in a direct line with,
25372,in a straight line with,
25373,in a line with,
25374,full tilt at,
25375,as the crow flies,
25376,before the wind,
25377,near the wind,
25378,close to the wind,
25379,against the wind,
25380,windwards,
25381,in the wind's eye,
25382,through,
25383,via,
25384,by way of,
25385,in all directions,
25386,in all manner of ways,
25387,quaquaversum,
25388,from the four winds,
25389,the shortest distance between two points is a the shortest distance between two points is a straight line,
25390,deviation,
25391,swerving,
25392,obliquation,
25393,warp,
25394,refraction,
25395,flection,
25396,flexion,
25397,sweep,
25398,deflection,
25399,deflexure,
25400,declination,
25401,diversion,
25402,digression,
25403,depart from,
25404,aberration,
25405,divergence,
25406,zigzag,
25407,detour,
25408,divagation,
25409,        ,
25410,wandering,
25411,vagrancy,
25412,evagation,
25413,bypaths and crooked ways,
25414,byroad,
25415,        ,
25416,sidling,
25417,knight's move at chess,
25418,alter one's course,
25419,deviate,
25420,depart from,
25421,turn,
25422,trend,
25423,bend,
25424,curve,
25425,swerve,
25426,heel,
25427,bear off,
25428,gybe,
25429,wear,
25430,intervert,
25431,deflect,
25432,divert,
25433,divert from its course,
25434,put on a new scent,
25435,shift,
25436,shunt,
25437,draw aside,
25438,crook,
25439,warp,
25440,stray,
25441,straggle,
25442,sidle,
25443,diverge,
25444,tralineate,
25445,digress,
25446,wander,
25447,wind,
25448,twist,
25449,meander,
25450,veer,
25451,tack,
25452,divagate,
25453,sidetrack,
25454,turn aside,
25455,turn a corner,
25456,turn away from,
25457,wheel,
25458,steer clear of,
25459,ramble,
25460,rove,
25461,drift,
25462,go astray,
25463,go adrift,
25464,yaw,
25465,dodge,
25466,step aside,
25467,ease off,
25468,make way for,
25469,shy,
25470,fly off at a tangent,
25471,glance off,
25472,wheel about,
25473,face about,
25474,turn to the right about,
25475,face to the right about,
25476,waddle,
25477,go out of one's way,
25478,lose one's way,
25479,deviating,
25480,aberrant,
25481,errant,
25482,excursive,
25483,discursive,
25484,devious,
25485,desultory,
25486,loose,
25487,rambling,
25488,stray,
25489,erratic,
25490,vagrant,
25491,undirected,
25492,circuitous,
25493,indirect,
25494,zigzag,
25495,crab-like,
25496,astray from,
25497,round about,
25498,wide of the mark,
25499,to the right about,
25500,all manner of ways,
25501,circuitously,
25502,obliquely,
25503,sideling,
25504,like the move of the knight on a chessboard,
25505,precession,
25506,leading,
25507,heading,
25508,precedence,
25509,priority,
25510,the lead,
25511,le pas,
25512,van,
25513,precursor,
25514,go before,
25515,go ahead,
25516,go in the van,
25517,go in advance,
25518,precede,
25519,forerun,
25520,usher in,
25521,introduce,
25522,herald,
25523,head,
25524,take the lead,
25525,lead the way,
25526,lead the dance,
25527,get the start,
25528,have the start,
25529,steal a march,
25530,get before,
25531,get ahead,
25532,get in front of,
25533,outstrip,
25534,take precedence,
25535,leading,
25536,precedent,
25537,in advance,
25538,before,
25539,ahead,
25540,in the van,
25541,in the lead,
25542,foremost,
25543,headmost,
25544,in front,
25545,at the head,
25546,out in front,
25547,way out in front,
25548,far ahead,
25549,seniores priores,
25550,ahead of his time,
25551,sequence,
25552,coming after,
25553,following pursuit,
25554,follower,
25555,attendant,
25556,satellite,
25557,shadow,
25558,dangler,
25559,train,
25560,follow,
25561,pursue,
25562,go after,
25563,fly after,
25564,attend,
25565,beset,
25566,dance attendance on,
25567,dog,
25568,tread in the steps of,
25569,tread close upon,
25570,be in the wake of,
25571,be in the trail of,
25572,be in the rear of,
25573,go in the wake of,
25574,go in the trail of,
25575,go in the rear of,
25576,follow in the wake of,
25577,follow in the trail of,
25578,follow in the rear of,
25579,follow as a shadow,
25580,hang on the skirts of,
25581,tread on the heels of,
25582,follow on the heels of,
25583,camp on the trail,
25584,subsequent,
25585,next,
25586,succeeding,
25587,following,
25588,behind,
25589,in the rear,
25590,in the train of,
25591,in the wake of,
25592,after,
25593,progress,
25594,progression,
25595,progressiveness,
25596,advancing,
25597,advance,
25598,advancement,
25599,ongoing,
25600,flood,
25601,tide,
25602,headway,
25603,march,
25604,rise,
25605,improvement,
25606,advance,
25607,proceed,
25608,progress,
25609,get on,
25610,get along,
25611,get over the ground,
25612,gain ground,
25613,forge ahead,
25614,jog on,
25615,rub on,
25616,wag on,
25617,go with the stream,
25618,keep one's course,
25619,hold on one's course,
25620,go on,
25621,move on,
25622,come one,
25623,get on,
25624,pass on,
25625,push on,
25626,press on,
25627,go forward,
25628,move forward,
25629,come forward,
25630,get forward,
25631,pass forward,
25632,push forward,
25633,press forward,
25634,go forwards,
25635,move forwards,
25636,come forwards,
25637,get forwards,
25638,pass forwards,
25639,push forwards,
25640,press forwards,
25641,go ahead,
25642,move ahead,
25643,come ahead,
25644,get ahead,
25645,pass ahead,
25646,push ahead,
25647,press ahead,
25648,make one's way,
25649,work one's way,
25650,carve one's way,
25651,push one's way,
25652,force one's way,
25653,edge one's way,
25654,elbow one's way,
25655,make progress,
25656,make head,
25657,make way,
25658,make headway,
25659,make advances,
25660,make strides,
25661,make rapid strides,
25662,go ahead,
25663,shoot ahead,
25664,distance,
25665,make up leeway,
25666,advancing,
25667,progressive,
25668,profluent,
25669,advanced,
25670,forward,
25671,onward,
25672,forth,
25673,on,
25674,ahead,
25675,under way,
25676,en route for,
25677,on one's way,
25678,on the way,
25679,on the road,
25680,on the high road,
25681,on the road to,
25682,in progress,
25683,in mid progress,
25684,in transitu,
25685,vestigia nulla retrorsum,
25686,westward the course of empire takes its westward the course of empire takes its way,
25687,regress,
25688,regression,
25689,retrocession,
25690,retrogression,
25691,retrograduation,
25692,retroaction,
25693,reculade,
25694,retreat,
25695,withdrawal,
25696,retirement,
25697,remigration,
25698,recession,
25699,recess,
25700,crab-like motion,
25701,refluence,
25702,reflux,
25703,backwater,
25704,regurgitation,
25705,ebb,
25706,return,
25707,resilience reflection,
25708,reflexion,
25709,flip-flop,
25710,volte-face,
25711,counter motion,
25712,retrograde motion,
25713,backward movement,
25714,motion in reverse,
25715,counter movement,
25716,counter march,
25717,veering,
25718,tergiversation,
25719,recidivation,
25720,backsliding,
25721,fall,
25722,deterioration,
25723,recidivism,
25724,recidivity,
25725,reversal,
25726,relapse,
25727,turning point,
25728,recede,
25729,regrade,
25730,return,
25731,revert,
25732,retreat,
25733,retire,
25734,retrograde,
25735,retrocede,
25736,back out,
25737,back down,
25738,balk,
25739,crawfish,
25740,crawl,
25741,withdraw,
25742,rebound,
25743,go back,
25744,come back,
25745,turn back,
25746,hark back,
25747,draw back,
25748,fall back,
25749,get back,
25750,put back,
25751,run back,
25752,lose ground,
25753,fall astern,
25754,drop astern,
25755,backwater,
25756,put about,
25757,backtrack,
25758,take the back track,
25759,veer round,
25760,double,
25761,wheel,
25762,countermarch,
25763,ebb,
25764,regurgitate,
25765,jib,
25766,shrink,
25767,shy,
25768,turn tail,
25769,turn round,
25770,turn upon one's heel,
25771,turn one's back upon,
25772,retrace one's steps,
25773,dance the back step,
25774,sound a retreat,
25775,beat a retreat,
25776,go home,
25777,receding,
25778,retrograde,
25779,retrogressive,
25780,regressive,
25781,refluent,
25782,reflex,
25783,recidivous,
25784,resilient,
25785,crab-like,
25786,balky,
25787,reactionary,
25788,back,
25789,backwards,
25790,reflexively,
25791,to the right about,
25792,a reculons,
25793,a rebours,
25794,revenons a nos moutons,
25795,as you were,
25796,propulsion,
25797,projection,
25798,propelment,
25799,vis a tergo,
25800,force from behind,
25801,push,
25802,shove,
25803,ejaculate,
25804,ejection,
25805,throw,
25806,fling,
25807,toss,
25808,shot,
25809,discharge,
25810,shy,
25811,launch,
25812,release,
25813,        ,
25814,projectiles,
25815,ballistics,
25816,archery,
25817,        ,
25818,propeller,
25819,screw,
25820,twin screws,
25821,turbine,
25822,jet engine,
25823,        ,
25824,missile,
25825,projectile,
25826,ball,
25827,discus,
25828,quoit,
25829,brickbat,
25830,shot,
25831,        ,
25832,arrow,
25833,gun,
25834,ballista,
25835,countdown,
25836,windup,
25837,shooter,
25838,shot,
25839,archer,
25840,toxophilite,
25841,bowman,
25842,rifleman,
25843,marksman,
25844,good shot,
25845,crack shot,
25846,sharpshooter,
25847,propel,
25848,project,
25849,throw,
25850,fling,
25851,cast,
25852,pitch,
25853,chuck,
25854,toss,
25855,jerk,
25856,heave,
25857,shy,
25858,hurl,
25859,flirt,
25860,fillip,
25861,dart,
25862,lance,
25863,tilt,
25864,ejaculate,
25865,jaculate,
25866,fulminate,
25867,bolt,
25868,drive,
25869,sling,
25870,pitchfork,
25871,send,
25872,send off,
25873,let off,
25874,fire off,
25875,discharge,
25876,shoot,
25877,launch,
25878,release,
25879,send forth,
25880,let fly,
25881,put in orbit,
25882,send into orbit,
25883,launch into orbit dash,
25884,put in motion,
25885,set in motion,
25886,set agoing,
25887,start,
25888,give a start,
25889,give an impulse to,
25890,impel,
25891,trundle,
25892,expel,
25893,carry one off one's legs,
25894,put to flight,
25895,propelled,
25896,propelling,
25897,propulsive,
25898,projectile,
25899,traction,
25900,drawing,
25901,draught,
25902,pull,
25903,haul,
25904,rake,
25905,a long pull a strong pull and a pull all a long pull a strong pull and a pull all together,
25906,towage,
25907,haulage,
25908,draw,
25909,pull,
25910,haul,
25911,lug,
25912,rake,
25913,drag,
25914,tug,
25915,tow,
25916,trail,
25917,train,
25918,take in tow,
25919,wrench,
25920,jerk,
25921,twitch,
25922,touse,
25923,yank,
25924,drawing,
25925,tractile,
25926,tractive,
25927,approach,
25928,approximation,
25929,appropinquation,
25930,access,
25931,appulse,
25932,afflux,
25933,affluxion,
25934,advent,
25935,pursuit,
25936,approach,
25937,approximate,
25938,appropinquate,
25939,near,
25940,get near,
25941,go near,
25942,draw near,
25943,come to close quarters,
25944,come near,
25945,move towards,
25946,set in towards,
25947,drift,
25948,make up to,
25949,gain upon,
25950,pursue,
25951,tread on the heels of,
25952,bear up,
25953,make the land,
25954,hug the shore,
25955,hug the land,
25956,approaching,
25957,approximative,
25958,affluent,
25959,impending,
25960,imminent,
25961,on the road,
25962,come hither,
25963,approach,
25964,here,
25965,come,
25966,come near,
25967,forward,
25968,recession,
25969,retirement,
25970,withdrawal,
25971,retreat,
25972,retrocession,
25973,departure,
25974,recoil,
25975,flight,
25976,recede,
25977,go,
25978,move back,
25979,move from,
25980,retire,
25981,withdraw,
25982,shrink,
25983,back off,
25984,come away,
25985,move away,
25986,back away,
25987,go away,
25988,get away,
25989,drift away,
25990,depart,
25991,retreat,
25992,move off,
25993,stand off,
25994,sheer off,
25995,fall back,
25996,stand aside,
25997,run away,
25998,remove,
25999,shunt,
26000,distance,
26001,receding,
26002,distance oneself from a person,
26003,attraction,
26004,attractiveness,
26005,attractivity,
26006,drawing to,
26007,pulling towards,
26008,adduction,
26009,electrical attraction,
26010,electricity,
26011,static electricity,
26012,static,
26013,static cling,
26014,magnetism,
26015,magnetic attraction,
26016,gravity,
26017,attraction of gravitation,
26018,        ,
26019,lodestone,
26020,loadstone,
26021,lodestar,
26022,loadstar,
26023,magnet,
26024,permanent magnet,
26025,siderite,
26026,magnetite,
26027,electromagnet,
26028,magnetic coil,
26029,voice coil,
26030,magnetic dipole,
26031,motor coil,
26032,rotor,
26033,stator,
26034,electrical charge,
26035,positive charge,
26036,negative charge,
26037,magnetic pole,
26038,north pole,
26039,south pole,
26040,magnetic monopole,
26041,attract,
26042,draw,
26043,draw towards,
26044,pull towards,
26045,drag towards,
26046,adduce,
26047,attracting,
26048,attrahent,
26049,attractive,
26050,adducent,
26051,adductive,
26052,centrifugal,
26053,ubi mel ibi apes,
26054,repulsion,
26055,driving from,
26056,repulse,
26057,abduction,
26058,magnetic repulsion,
26059,magnetic levitation,
26060,antigravity,
26061,repel,
26062,push from,
26063,drive apart,
26064,drive from,
26065,chase,
26066,dispel,
26067,retrude,
26068,abduce,
26069,abduct,
26070,send away,
26071,repulse,
26072,keep at arm's length,
26073,turn one's back upon,
26074,give the cold shoulder,
26075,send off,
26076,send away with a flea in one's ear,
26077,repelling,
26078,repellent,
26079,repulsive,
26080,abducent,
26081,abductive,
26082,centripetal,
26083,like charges repel,
26084,opposite charges attract,
26085,like poles repel,
26086,opposite poles attract,
26087,convergence,
26088,confluence,
26089,concourse,
26090,conflux,
26091,congress,
26092,concurrence,
26093,concentration,
26094,convergency,
26095,appulse,
26096,meeting,
26097,corradiation,
26098,assemblage,
26099,resort,
26100,asymptote,
26101,converge,
26102,concur,
26103,come together,
26104,unite,
26105,meet,
26106,fall in with,
26107,close with,
26108,close in upon,
26109,center round,
26110,center in,
26111,enter in,
26112,pour in,
26113,gather together,
26114,unite,
26115,concentrate,
26116,bring into a focus,
26117,converging,
26118,convergent,
26119,confluent,
26120,concurrent,
26121,centripetal,
26122,asymptotical,
26123,asymptotic,
26124,confluxible,
26125,divergence,
26126,divergency,
26127,divarication,
26128,ramification,
26129,forking,
26130,radiation,
26131,separation,
26132,dispersion,
26133,deviation,
26134,aberration,
26135,diverge,
26136,divaricate,
26137,radiate,
26138,ramify,
26139,branch off,
26140,glance off,
26141,file off,
26142,fly off,
26143,fly off at a tangent,
26144,spread,
26145,scatter,
26146,disperse,
26147,deviate,
26148,part,
26149,diverging,
26150,divergent,
26151,radiant,
26152,centrifugal,
26153,aberrant,
26154,arrival,
26155,advent,
26156,landing,
26157,debarkation,
26158,disembarkation,
26159,reception,
26160,welcome,
26161,vin d'honneur,
26162,home,
26163,goal,
26164,goalpost,
26165,landing place,
26166,landing stage,
26167,bunder,
26168,resting place,
26169,destination,
26170,harbor,
26171,haven,
26172,port,
26173,airport,
26174,spaceport,
26175,terminus,
26176,halting place,
26177,halting ground,
26178,landing strip,
26179,runway,
26180,terminal,
26181,journey's end,
26182,anchorage,
26183,return,
26184,remigration,
26185,meeting,
26186,rencounter,
26187,encounter,
26188,completion,
26189,recursion,
26190,arrive,
26191,get to,
26192,come to,
26193,come,
26194,reach,
26195,attain,
26196,come up with,
26197,come up to,
26198,overtake,
26199,make,
26200,fetch,
26201,complete,
26202,join,
26203,rejoin,
26204,light,
26205,alight,
26206,dismount,
26207,land,
26208,go ashore,
26209,debark,
26210,disembark,
26211,put in,
26212,put into,
26213,visit,
26214,cast anchor,
26215,pitch one's tent,
26216,sit down,
26217,get to one's journey's end,
26218,make the land,
26219,be in at the death,
26220,come back,
26221,get back,
26222,come home,
26223,get home,
26224,return,
26225,come in,
26226,make one's appearance,
26227,drop in,
26228,detrain,
26229,deplane,
26230,outspan,
26231,de-orbit,
26232,come to hand,
26233,come at,
26234,come across,
26235,hit,
26236,come upon,
26237,light upon,
26238,pop upon,
26239,bounce upon,
26240,plump upon,
26241,burst upon,
26242,pitch upon,
26243,meet,
26244,encounter,
26245,rencounter,
26246,come in contact,
26247,arriving,
26248,homeward bound,
26249,here,
26250,hither,
26251,welcome,
26252,hail,
26253,all Hail,
26254,good-day,
26255,good morrow,
26256,any port in a storm,
26257,departure,
26258,decession,
26259,decampment,
26260,embarkation,
26261,outset,
26262,start,
26263,removal,
26264,exit,
26265,exodus,
26266,hejira,
26267,flight,
26268,leave taking,
26269,valediction,
26270,adieu,
26271,farewell,
26272,goodbye,
26273,auf wiedersehen,
26274,sayonara,
26275,dosvidanya,
26276,ciao,
26277,aloha,
26278,hasta la vista,
26279,stirrup cup,
26280,valedictorian,
26281,starting point,
26282,starting post,
26283,point of departure,
26284,point of embarkation,
26285,place of departure,
26286,place of embarkation,
26287,port of embarkation,
26288,airport,
26289,take-off point,
26290,taxiing runway,
26291,runway,
26292,launching pad,
26293,spaceport,
26294,depart,
26295,go away,
26296,take one's departure,
26297,set out,
26298,set off,
26299,march off,
26300,put off,
26301,start off,
26302,be off,
26303,move off,
26304,get off,
26305,whip off,
26306,pack off,
26307,go off,
26308,take oneself off,
26309,start,
26310,issue,
26311,march out,
26312,debouch,
26313,go forth,
26314,sally forth,
26315,sally,
26316,set forward,
26317,be gone,
26318,hail from,
26319,leave a place,
26320,quit,
26321,vacate,
26322,evacuate,
26323,abandon,
26324,go off the stage,
26325,make one's exit,
26326,retire,
26327,withdraw,
26328,remove,
26329,vamoose,
26330,vamose,
26331,go one's way,
26332,go along,
26333,go from home,
26334,take flight,
26335,take wing,
26336,spring,
26337,fly,
26338,flit,
26339,wing one's flight,
26340,fly away,
26341,whip away,
26342,embark,
26343,go on board,
26344,go aboard,
26345,set sail' put to sea,
26346,go to sea,
26347,sail,
26348,take ship,
26349,hoist blue Peter,
26350,get under way,
26351,weigh anchor,
26352,strike tents,
26353,decamp,
26354,walk one's chalks,
26355,cut one's stick,
26356,take leave,
26357,say good bye,
26358,bid goodbye,
26359,disappear,
26360,abscond,
26361,entrain,
26362,inspan,
26363,departing,
26364,valedictory,
26365,outward bound,
26366,whence,
26367,hence,
26368,thence,
26369,with a foot in the stirrup,
26370,on the wing,
26371,on the move,
26372,begone,
26373,farewell,
26374,adieu,
26375,goodbye,
26376,good day,
26377,au revoir! ,
26378,fare you well,
26379,God bless you,
26380,God speed,
26381,all aboard,
26382,auf wiedersehen! ,
26383,au plaisir de vous revoir! ,
26384,bon voyage,
26385,gluckliche Reise! ,
26386,vive valeque! ,
26387,ingress,
26388,entrance,
26389,entry,
26390,introgression,
26391,influx,
26392,intrusion,
26393,inroad,
26394,incursion,
26395,invasion,
26396,irruption,
26397,ingression,
26398,penetration,
26399,interpenetration,
26400,illapse,
26401,import,
26402,infiltration,
26403,immigration,
26404,admission,
26405,insinuation,
26406,insertion,
26407,inlet,
26408,way in,
26409,mouth,
26410,door,
26411,barway,
26412,path,
26413,conduit,
26414,immigrant,
26415,have the entree,
26416,enter,
26417,go into,
26418,go in,
26419,come into,
26420,come in,
26421,pour into,
26422,pour in,
26423,flow into,
26424,flow in,
26425,creep into,
26426,creep in,
26427,slip into,
26428,slip in,
26429,pop into,
26430,pop in,
26431,break into,
26432,break in,
26433,burst into,
26434,burst in,
26435,set foot on,
26436,ingress,
26437,burst in upon,
26438,break in upon,
26439,invade,
26440,intrude,
26441,insinuate itself,
26442,interpenetrate,
26443,penetrate,
26444,infiltrate,
26445,find one's way into,
26446,wriggle into,
26447,worm oneself into,
26448,give entrance to,
26449,insert,
26450,incoming,
26451,egress,
26452,exit,
26453,issue,
26454,emersion,
26455,emergence,
26456,outbreak,
26457,outburst,
26458,eruption,
26459,proruption,
26460,emanation,
26461,egression,
26462,evacuation,
26463,exudation,
26464,transudation,
26465,extravasation,
26466,perspiration,
26467,sweating,
26468,leakage,
26469,percolation,
26470,distillation,
26471,oozing,
26472,gush,
26473,outpour,
26474,outpouring,
26475,effluence,
26476,effusion,
26477,effluxion,
26478,drain,
26479,dribbling,
26480,defluxion,
26481,drainage,
26482,outcome,
26483,output,
26484,discharge,
26485,export,
26486,expatriation,
26487,emigration,
26488,remigration,
26489,debouch,
26490,debouche,
26491,emunctory,
26492,exodus,
26493,emigrant,
26494,outlet,
26495,vent,
26496,spout,
26497,tap,
26498,sluice,
26499,floodgate,
26500,pore,
26501,vomitory,
26502,outgate,
26503,sally port,
26504,way out,
26505,mouth,
26506,door,
26507,path,
26508,conduit,
26509,airpipe,
26510,emerge,
26511,emanate,
26512,issue,
26513,egress,
26514,go out of,
26515,come out of,
26516,move out of,
26517,pass out of,
26518,pour out of,
26519,flow out of,
26520,pass out of,
26521,evacuate,
26522,exude,
26523,transude,
26524,leak,
26525,run through,
26526,out through,
26527,percolate,
26528,transcolate,
26529,egurgitate,
26530,strain,
26531,distill,
26532,perspire,
26533,sweat,
26534,drain,
26535,ooze,
26536,filter,
26537,filtrate,
26538,dribble,
26539,gush,
26540,spout,
26541,flow out,
26542,well,
26543,well out,
26544,pour,
26545,trickle,
26546,effuse,
26547,extravasate,
26548,disembogue,
26549,discharge itself,
26550,debouch,
26551,come forth,
26552,break forth,
26553,burst out,
26554,burst through,
26555,find vent,
26556,escape,
26557,effused,
26558,outgoing,
26559,reception,
26560,admission,
26561,admittance,
26562,entree,
26563,importation,
26564,introduction,
26565,intromission,
26566,immission,
26567,ingestion,
26568,imbibation,
26569,introception,
26570,absorption,
26571,ingurgitation,
26572,inhalation,
26573,suction,
26574,sucking,
26575,eating,
26576,drinking,
26577,insertion,
26578,interjection,
26579,introit,
26580,give entrance to,
26581,give admittance to,
26582,give the entree,
26583,introduce,
26584,intromit,
26585,usher,
26586,admit,
26587,receive,
26588,import,
26589,bring in,
26590,open the door to,
26591,throw in,
26592,ingest,
26593,absorb,
26594,imbibe,
26595,inhale,
26596,breathe in,
26597,let in,
26598,take in,
26599,suck in,
26600,draw in,
26601,readmit,
26602,resorb,
26603,reabsorb,
26604,snuff up,
26605,swallow,
26606,ingurgitate,
26607,engulf,
26608,engorge,
26609,gulp,
26610,eat,
26611,drink,
26612,admitting,
26613,admitted,
26614,admissable,
26615,absorbent,
26616,ejection,
26617,emission,
26618,effusion,
26619,rejection,
26620,expulsion,
26621,exportation,
26622,eviction,
26623,extrusion,
26624,trajection,
26625,discharge,
26626,emesis,
26627,vomiting,
26628,vomition,
26629,egestion,
26630,evacuation,
26631,ructation,
26632,eructation,
26633,bloodletting,
26634,venesection,
26635,phlebotomy,
26636,paracentesis,
26637,expuition,
26638,exspuition,
26639,tapping,
26640,drainage,
26641,clearance,
26642,clearage,
26643,deportation,
26644,banishment,
26645,rouge's march,
26646,relegation,
26647,extradition,
26648,dislodgment,
26649,bouncer,
26650,chucker-out,
26651,        ,
26652,vomit,
26653,vomitus,
26654,puke,
26655,barf,
26656,give exit,
26657,give vent to,
26658,let out,
26659,give out,
26660,pour out,
26661,squeeze out,
26662,send out,
26663,dispatch,
26664,despatch,
26665,exhale,
26666,excern,
26667,excrete,
26668,embogue,
26669,secrete,
26670,secern,
26671,extravasate,
