,word,vec
1057,variety,
1058,diversity,
1059,dissimilarity,
1060,disagreement,
1061,disparity,
1062,distinction,
1063,contradistinction,
1064,alteration,
1065,modification,
1066,permutation,
1067,moods and tenses,
1068,nice distinction,
1069,fine distinction,
1070,delicate distinction,
1071,subtle distinction,
1072,shade of difference,
1073,nuance,
1074,discrimination,
1075,differentia,
1076,different thing,
1077,something else,
1078,apple off another tree,
1079,another pair of shoes,
1080,horse of a different color,
1081,this that or the other,
1082,be different,
1083,differ,
1084,vary,
1085,ablude,
1086,mismatch,
1087,contrast,
1088,divaricate,
1089,differ toto coelo,
1090,differ longo intervallo,
1091,vary,
1092,modify,
1093,discriminate,
1094,differing,
1095,different,
1096,diverse,
1097,heterogeneous,
1098,multifarious,
1099,polyglot,
1100,distinguishable,
1101,dissimilar,
1102,varied,
1103,modified,
1104,diversified,
1105,various,
1106,divers,
1107,all manner of,
1108,all kinds of,
1109,variform,
1110,daedal,
1111,other,
1112,another,
1113,not the same,
1114,unequal,
1115,unmatched,
1116,widely apart,
1117,poles apart,
1118,distinctive,
1119,characteristic,
1120,discriminative,
1121,distinguishing,
1122,incommensurable,
1123,incommensurate,
1124,differently,
1125,il y a fagots et fagots,
1126,uniformity,
1127,homogeneity,
1128,homogeneousness,
1129,consistency,
1130,connaturality,
1131,connaturalness,
1132,homology,
1133,accordance,
1134,conformity,
1135,agreement,
1136,consonance,
1137,uniformness,
1138,regularity,
1139,constancy,
1140,even tenor,
1141,routine,
1142,monotony,
1143,be uniform,
1144,accord with,
1145,run through,
1146,become uniform,
1147,conform to,
1148,render uniform,
1149,homogenize,
1150,assimilate,
1151,level,
1152,smooth,
1153,dress,
1154,uniform,
1155,homogeneous,
1156,homologous,
1157,of a piece,
1158,consistent,
1159,connatural,
1160,monotonous,
1161,even,
1162,invariable,
1163,regular,
1164,unchanged,
1165,undeviating,
1166,unvaried,
1167,unvarying,
1168,unsegmented,
1169,uniformly,
1170,uniformly with,
1171,in harmony with,
1172,always,
1173,invariably,
1174,without exception,
1175,without fail,
1176,unfailingly,
1177,never otherwise,
1178,by clockwork,
1179,ab uno disce omnes,
1180,diversity,
1181,irregularity,
1182,unevenness,
1183,multiformity,
1184,unconformity,
1185,roughness,
1186,dissimilarity,
1187,dissimilitude,
1188,divarication,
1189,divergence,
1190,diversified varied,
1191,irregular,
1192,uneven,
1193,rough,
1194,multifarious,
1195,multiform,
1196,of various kinds,
1197,all manner of,
1198,all sorts of,
1199,all kinds of,
1200,variously,
1201,in all manner of ways,
1202,here there and everywhere,
1203,similarity,
1204,resemblance,
1205,likeness,
1206,similitude,
1207,semblance,
1208,affinity,
1209,approximation,
1210,parallelism,
1211,agreement,
1212,analogy,
1213,analogicalness,
1214,correspondence,
1215,homoiousia,
1216,parity,
1217,connaturalness,
1218,connaturality,
1219,brotherhood,
1220,family likeness,
1221,alliteration,
1222,rhyme,
1223,pun,
1224,repetition,
1225,sameness,
1226,uniformity,
1227,isogamy,
1228,analogue,
1229,the like,
1230,match,
1231,pendant,
1232,fellow companion,
1233,pair,
1234,mate,
1235,twin,
1236,double,
1237,counterpart,
1238,brother,
1239,sister,
1240,one's second self,
1241,alter ego,
1242,chip of the old block,
1243,par nobile fratrum,
1244,Arcades ambo,
1245,birds of a feather,
1246,et hoc genus omne,
1247,gens de meme famille,
1248,parallel,
1249,simile,
1250,type,
1251,image,
1252,photograph,
1253,close resemblance,
1254,striking resemblance,
1255,speaking resemblance,
1256,faithful likeness,
1257,faithful resemblance,
1258,be similar,
1259,look like,
1260,resemble,
1261,bear resemblance,
1262,smack of,
1263,savor of,
1264,approximate,
1265,parallel,
1266,match,
1267,rhyme with,
1268,take after,
1269,imitate,
1270,favor,
1271,span,
1272,render similar,
1273,assimilate,
1274,approximate,
1275,bring near,
1276,connaturalize,
1277,make alike,
1278,rhyme,
1279,pun,
1280,similar,
1281,resembling,
1282,like,
1283,alike,
1284,twin,
1285,analogous,
1286,analogical,
1287,parallel,
1288,of a piece,
1289,such as,
1290,so,
1291,homoiousian,
1292,connatural,
1293,congener,
1294,allied to,
1295,akin to,
1296,approximate,
1297,much the same,
1298,near,
1299,close,
1300,something like,
1301,sort of,
1302,in the ballpark,
1303,such like,
1304,a show of,
1305,mock,
1306,pseudo,
1307,simulating,
1308,representing,
1309,exact,
1310,lifelike,
1311,faithful,
1312,true to nature,
1313,true to life,
1314,the very image,
1315,the very picture of,
1316,for all the world like,
1317,comme deux gouttes d'eau,
1318,as like as two peas in a pod,
1319,as like as it can stare,
1320,instar omnium,
1321,cast in the same mold,
1322,ridiculously like,
1323,as if,
1324,so to speak,
1325,as it were,
1326,as if it were,
1327,quasi,
1328,just as,
1329,veluti in speculum,
1330,et sic de similibus,
1331,tel maitre tel valet,
1332,tel pere tel fils,
1333,like master,
1334,like servant,
1335,like father,
1336,like son,
1337,the fruit doesn't fall far from the tree,
1338,a chip off the old block,
1339,dissimilarity,
1340,dissimilaritude,
1341,unlikeness,
1342,diversity,
1343,disparity,
1344,dissemblance,
1345,divergence,
1346,variation,
1347,difference,
1348,novelty,
1349,originality,
1350,creativeness,
1351,oogamy,
1352,be unlike,
1353,vary,
1354,bear no resemblance to,
1355,differ toto coelo,
1356,render unlike,
1357,vary,
1358,dissimilar,
1359,unlike,
1360,disparate,
1361,divergent,
1362,of a different kind,
1363,unmatched,
1364,unique,
1365,new,
1366,novel,
1367,unprecedented,
1368,original,
1369,nothing of the kind,
1370,no such thing,
1371,quite another thing,
1372,far from it,
1373,cast in a different mold,
1374,tertium quid,
1375,as like a dock as a daisy,
1376,very like a whale,
1377,as different as chalk from cheese,
1378,as different as Macedon and Monmouth,
1379,lucus a non lucendo,
1380,diversified,
1381,otherwise,
1382,diis aliter visum,
1383,no more like my father than I to Hercules,
1384,imitation,
1385,copying,
1386,transcription,
1387,repetition,
1388,duplication,
1389,reduplication,
1390,quotation,
1391,reproduction,
1392,mimeograph,
1393,xerox,
1394,facsimile,
1395,reprint,
1396,offprint,
1397,mockery,
1398,mimicry,
1399,simulation,
1400,impersonation,
1401,personation,
1402,representation,
1403,semblance,
1404,copy,
1405,assimilation,
1406,paraphrase,
1407,parody,
1408,take-off,
1409,lampoon,
1410,caricature,
1411,plagiarism,
1412,forgery,
1413,counterfeit,
1414,celluloid,
1415,imitator,
1416,echo,
1417,cuckoo,
1418,parrot,
1419,ape,
1420,monkey,
1421,mocking bird,
1422,mime,
1423,copyist,
1424,copycat,
1425,plagiarist,
1426,pirate,
1427,imitate,
1428,copy,
1429,mirror,
1430,reflect,
1431,reproduce,
1432,repeat,
1433,do like,
1434,echo,
1435,reecho,
1436,catch,
1437,transcribe,
1438,match,
1439,parallel,
1440,mock,
1441,take off,
1442,mimic,
1443,ape,
1444,simulate,
1445,impersonate,
1446,personate,
1447,act,
1448,represent,
1449,counterfeit,
1450,parody,
1451,travesty,
1452,caricature,
1453,lampoon,
1454,burlesque,
1455,follow in the steps of,
1456,tread in the steps,
1457,follow in the footsteps of,
1458,follow in the wake of,
1459,take pattern by,
1460,follow suit,
1461,follow the example of,
1462,walk in the shoes of,
1463,take a leaf out of another's book,
1464,strike in with,
1465,follow suit,
1466,take after,
1467,model after,
1468,emulate,
1469,imitated,
1470,mock,
1471,mimic,
1472,modelled after,
1473,molded on,
1474,paraphrastic,
1475,literal,
1476,imitative,
1477,secondhand,
1478,imitable,
1479,aping,
1480,apish,
1481,mimicking,
1482,literally,
1483,to the letter,
1484,verbatim,
1485,literatim,
1486,sic,
1487,totidem verbis,
1488,word for word,
1489,mot a mot,
1490,exactly,
1491,precisely,
1492,like master like man,
1493,like - but oh! how different!,
1494,genius borrows nobly,
1495,pursuing echoes calling 'mong the rocks,
1496,quotation confesses inferiority,
1497,Imitation is the sincerest form of Imitation is the sincerest form of flattery,
1498,no imitation,
1499,originality,
1500,creativeness,
1501,invention,
1502,creation,
1503,unimitated,
1504,uncopied,
1505,unmatched,
1506,unparalleled,
1507,inimitable,
1508,unique,
1509,original,
1510,creative,
1511,inventive,
1512,untranslated,
1513,exceptional,
1514,rare,
1515,sui generis uncommon,
1516,unexampled,
1517,variation,
1518,alteration,
1519,modification,
1520,moods and tenses,
1521,discrepance,
1522,discrepancy,
1523,divergency,
1524,deviation,
1525,aberration,
1526,innovation,
1527,vary,
1528,deviate,
1529,diverge,
1530,alternate,
1531,swerve,
1532,varied,
1533,modified,
1534,diversified,
1535,copy,
1536,facsimile,
1537,counterpart,
1538,effigies,
1539,effigy,
1540,form,
1541,likeness,
1542,image,
1543,picture,
1544,photo,
1545,xerox,
1546,similitude,
1547,semblance,
1548,ectype,
1549,photo offset,
1550,electrotype,
1551,imitation,
1552,model,
1553,representation,
1554,adumbration,
1555,study,
1556,portrait,
1557,resemblance,
1558,duplicate,
1559,reproduction,
1560,cast,
1561,tracing,
1562,reflex,
1563,reflexion,
1564,reflection,
1565,shadow,
1566,echo,
1567,transcript,
1568,transcription,
1569,recording,
1570,scan,
1571,chip off the old block,
1572,reprint,
1573,new printing,
1574,rechauffe,
1575,apograph,
1576,fair copy,
1577,parody,
1578,caricature,
1579,burlesque,
1580,travesty,
1581,travestie,
1582,paraphrase,
1583,        ,
1584,derivative,
1585,derivation,
1586,modification,
1587,expansion,
1588,extension,
1589,revision,
1590,second edition,
1591,servile copy,
1592,servile imitation,
1593,plagiarism,
1594,counterfeit,
1595,fake,
1596,pasticcio,
1597,faithful,
1598,lifelike,
1599,close,
1600,conscientious,
1601,unoriginal,
1602,imitative,
1603,derivative,
1604,prototype,
1605,original,
1606,model,
1607,pattern,
1608,precedent,
1609,standard,
1610,ideal,
1611,reference,
1612,scantling,
1613,type,
1614,archetype,
1615,antitype,
1616,protoplast,
1617,module,
1618,exemplar,
1619,example,
1620,ensample,
1621,paradigm,
1622,lay-figure,
1623,text,
1624,copy,
1625,design,
1626,fugleman,
1627,keynote,
1628,die,
1629,mold,
1630,matrix,
1631,last,
1632,plasm,
1633,proplasm,
1634,protoplasm,
1635,mint,
1636,seal,
1637,punch,
1638,intaglio,
1639,negative,
1640,stamp,
1641,be an example,
1642,be a role model,
1643,set an example,
1644,set a copy,
1645,a precedent embalms a principle,
1646,exempla sunt odiosa,
1647,agreement,
1648,accord,
1649,accordance,
1650,unison,
1651,harmony,
1652,concord,
1653,concordance,
1654,concert,
1655,understanding,
1656,mutual understanding,
1657,conformity,
1658,conformance,
1659,uniformity,
1660,consonance,
1661,consentaneousness,
1662,consistency,
1663,congruity,
1664,congruence,
1665,keeping,
1666,congeniality,
1667,correspondence,
1668,parallelism,
1669,apposition,
1670,union,
1671,fitness,
1672,aptness,
1673,relevancy,
1674,pertinence,
1675,pertinencey,
1676,sortance,
1677,case in point,
1678,aptitude,
1679,coaptation,
1680,propriety,
1681,applicability,
1682,admissibility,
1683,commensurability,
1684,compatibility,
1685,cognation,
1686,adaption,
1687,adjustment,
1688,graduation,
1689,accommodation,
1690,reconciliation,
1691,reconcilement,
1692,assimilation,
1693,consent,
1694,concurrence,
1695,cooperation,
1696,right man in the right place,
1697,very thing,
1698,quite the thing,
1699,just the thing,
1700,be accordant,
1701,agree,
1702,accord,
1703,harmonize,
1704,correspond,
1705,tally,
1706,respond,
1707,meet,
1708,suit,
1709,fit,
1710,befit,
1711,do,
1712,adapt itself to,
1713,fall in with,
1714,chime in with,
1715,square with,
1716,quadrate with,
1717,consort with,
1718,comport with,
1719,dovetail,
1720,assimilate,
1721,fit like a glove,
1722,fit to a tittle,
1723,fit to a T,
1724,match,
1725,become one,
1726,homologate,
1727,consent,
1728,render accordant,
1729,fit,
1730,suit,
1731,adapt,
1732,accommodate,
1733,graduate,
1734,adjust,
1735,dress,
1736,regulate,
